Section,Brand,Gender,UK Size,EU Size,US Size,Label/Type,Bust (cm),Bust (in),Waist (cm),Waist (in),Hips (cm),Hips (in),Inside Leg (cm),Inside Leg (in),Notes,Source URL,Authenticity,Source Note
WOMEN,Tu (Sainsbury’s) – Women Tall,Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Tu+(Sainsbury’s)+–+Women+Tall+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Tu (Sainsbury’s) – Women Tall,Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Tu+(Sainsbury’s)+–+Women+Tall+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Tu (Sainsbury’s) – Women Tall,Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Tu+(Sainsbury’s)+–+Women+Tall+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Tu (Sainsbury’s) – Women Tall,Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Tu+(Sainsbury’s)+–+Women+Tall+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Tu (Sainsbury’s) – Women Tall,Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Tu+(Sainsbury’s)+–+Women+Tall+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Tu (Sainsbury’s) – Women Tall,Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Tu+(Sainsbury’s)+–+Women+Tall+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Tu (Sainsbury’s) – Women Tall,Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Tu+(Sainsbury’s)+–+Women+Tall+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Uniqlo,Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Uniqlo+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Uniqlo,Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Uniqlo+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Uniqlo,Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Uniqlo+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Uniqlo,Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Uniqlo+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Uniqlo,Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Uniqlo+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Uniqlo,Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Uniqlo+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Uniqlo,Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Uniqlo+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Uniqlo,Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Uniqlo+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Uniqlo,Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Uniqlo+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,Uniqlo UK – Men,Men,W28,71 cm,W28,Jeans/Trousers,,,71.1,28.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=Uniqlo+UK+–+Men+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,Uniqlo UK – Men,Men,W30,76 cm,W30,Jeans/Trousers,,,76.2,30.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=Uniqlo+UK+–+Men+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,Uniqlo UK – Men,Men,W32,81 cm,W32,Jeans/Trousers,,,81.3,32.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=Uniqlo+UK+–+Men+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,Uniqlo UK – Men,Men,W34,86 cm,W34,Jeans/Trousers,,,86.4,34.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=Uniqlo+UK+–+Men+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,Uniqlo UK – Men,Men,W36,91 cm,W36,Jeans/Trousers,,,91.4,36.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=Uniqlo+UK+–+Men+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,Uniqlo UK – Men,Men,W38,97 cm,W38,Jeans/Trousers,,,96.5,38.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=Uniqlo+UK+–+Men+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,Uniqlo UK – Men,Men,W40,102 cm,W40,Jeans/Trousers,,,101.6,40.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=Uniqlo+UK+–+Men+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Uniqlo UK – Women,Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Uniqlo+UK+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Uniqlo UK – Women,Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Uniqlo+UK+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Uniqlo UK – Women,Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Uniqlo+UK+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Uniqlo UK – Women,Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Uniqlo+UK+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Uniqlo UK – Women,Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Uniqlo+UK+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Uniqlo UK – Women,Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Uniqlo+UK+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Uniqlo UK – Women,Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Uniqlo+UK+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Uniqlo UK – Women,Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Uniqlo+UK+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Uniqlo UK – Women,Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Uniqlo+UK+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Vero Moda Tall,Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,71 / 76 / 81,28 / 30 / 32,Standard UK body chart + inseam options,https://www.veromoda.com/en-gb/size-guide.html,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Vero Moda Tall,Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,71 / 76 / 81,28 / 30 / 32,Standard UK body chart + inseam options,https://www.veromoda.com/en-gb/size-guide.html,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Vero Moda Tall,Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,71 / 76 / 81,28 / 30 / 32,Standard UK body chart + inseam options,https://www.veromoda.com/en-gb/size-guide.html,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Vero Moda Tall,Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,71 / 76 / 81,28 / 30 / 32,Standard UK body chart + inseam options,https://www.veromoda.com/en-gb/size-guide.html,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Vero Moda Tall,Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,71 / 76 / 81,28 / 30 / 32,Standard UK body chart + inseam options,https://www.veromoda.com/en-gb/size-guide.html,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Vero Moda Tall,Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,71 / 76 / 81,28 / 30 / 32,Standard UK body chart + inseam options,https://www.veromoda.com/en-gb/size-guide.html,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Vero Moda Tall,Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,71 / 76 / 81,28 / 30 / 32,Standard UK body chart + inseam options,https://www.veromoda.com/en-gb/size-guide.html,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Vero Moda Tall,Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,71 / 76 / 81,28 / 30 / 32,Standard UK body chart + inseam options,https://www.veromoda.com/en-gb/size-guide.html,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Vero Moda Tall,Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,71 / 76 / 81,28 / 30 / 32,Standard UK body chart + inseam options,https://www.veromoda.com/en-gb/size-guide.html,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Vero Moda Tall – Women,Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Vero+Moda+Tall+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Vero Moda Tall – Women,Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Vero+Moda+Tall+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Vero Moda Tall – Women,Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Vero+Moda+Tall+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Vero Moda Tall – Women,Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Vero+Moda+Tall+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Vero Moda Tall – Women,Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Vero+Moda+Tall+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Vero Moda Tall – Women,Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Vero+Moda+Tall+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Vero Moda Tall – Women,Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Vero+Moda+Tall+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Vero Moda Tall – Women,Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Vero+Moda+Tall+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Vero Moda Tall – Women,Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Vero+Moda+Tall+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,Very – Men,Men,W28,71 cm,W28,Jeans/Trousers,,,71.1,28.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=Very+–+Men+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,Very – Men,Men,W30,76 cm,W30,Jeans/Trousers,,,76.2,30.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=Very+–+Men+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,Very – Men,Men,W32,81 cm,W32,Jeans/Trousers,,,81.3,32.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=Very+–+Men+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,Very – Men,Men,W34,86 cm,W34,Jeans/Trousers,,,86.4,34.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=Very+–+Men+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,Very – Men,Men,W36,91 cm,W36,Jeans/Trousers,,,91.4,36.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=Very+–+Men+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,Very – Men,Men,W38,97 cm,W38,Jeans/Trousers,,,96.5,38.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=Very+–+Men+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
MEN,Very – Men,Men,W40,102 cm,W40,Jeans/Trousers,,,101.6,40.0,,,74 / 79 / 84 / 89,29 / 31 / 33 / 35,Men: waist sizes with inseam options,https://www.google.com/search?q=Very+–+Men+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Very – Women,Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Very+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Very – Women,Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Very+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Very – Women,Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Very+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Very – Women,Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Very+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Very – Women,Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Very+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Very – Women,Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Very+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Very – Women,Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Very+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Very – Women,Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Very+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Very – Women,Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Very+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Wallis,Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.wallis.co.uk/pages/informational/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Wallis,Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.wallis.co.uk/pages/informational/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Wallis,Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.wallis.co.uk/pages/informational/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Wallis,Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.wallis.co.uk/pages/informational/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Wallis,Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.wallis.co.uk/pages/informational/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Wallis,Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.wallis.co.uk/pages/informational/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Wallis,Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.wallis.co.uk/pages/informational/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Wallis,Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.wallis.co.uk/pages/informational/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Wallis,Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.wallis.co.uk/pages/informational/size-guide,✅ Authentic (Brand chart),Official chart via brand URL
WOMEN,Wallis – Women,Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Wallis+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Wallis – Women,Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Wallis+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Wallis – Women,Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Wallis+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Wallis – Women,Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Wallis+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Wallis – Women,Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Wallis+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Wallis – Women,Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Wallis+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Wallis – Women,Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Wallis+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Wallis – Women,Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Wallis+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Wallis – Women,Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Wallis+–+Women+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Wallis – Women (Tall),Women,6.0,34.0,2.0,Standard Chart,80.0,31.5,62.0,24.4,86.0,33.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Wallis+–+Women+(Tall)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Wallis – Women (Tall),Women,8.0,36.0,4.0,Standard Chart,84.0,33.1,66.0,26.0,90.0,35.4,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Wallis+–+Women+(Tall)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Wallis – Women (Tall),Women,10.0,38.0,6.0,Standard Chart,88.0,34.6,70.0,27.6,94.0,37.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Wallis+–+Women+(Tall)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Wallis – Women (Tall),Women,12.0,40.0,8.0,Standard Chart,92.0,36.2,74.0,29.1,99.0,39.0,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Wallis+–+Women+(Tall)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Wallis – Women (Tall),Women,14.0,42.0,10.0,Standard Chart,96.0,37.8,78.0,30.7,104.0,40.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Wallis+–+Women+(Tall)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Wallis – Women (Tall),Women,16.0,44.0,12.0,Standard Chart,100.0,39.4,82.0,32.3,109.0,42.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Wallis+–+Women+(Tall)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Wallis – Women (Tall),Women,18.0,46.0,14.0,Standard Chart,104.0,40.9,86.0,33.9,114.0,44.9,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Wallis+–+Women+(Tall)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Wallis – Women (Tall),Women,20.0,48.0,16.0,Standard Chart,110.0,43.3,92.0,36.2,120.0,47.2,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Wallis+–+Women+(Tall)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
WOMEN,Wallis – Women (Tall),Women,22.0,50.0,18.0,Standard Chart,116.0,45.7,98.0,38.6,126.0,49.6,74 / 79 / 84,29 / 31 / 33,Standard UK body chart + inseam options,https://www.google.com/search?q=Wallis+–+Women+(Tall)+size+guide,⚠️ Generic (UK standard used),Standard UK chart applied
